alpha.liquid,alpha.vapour,heatFlux.structure,p,T.interface,T.liquid,T.vapour,U.liquid_Magnitude
0.434492,0,1.5023e+06,1.47656e+07,614.021,600.376,614.021,4.61598
0.434492,0,1.5023e+06,1.47657e+07,614.021,600.342,614.021,4.61524
0.434492,0,1.50229e+06,1.47657e+07,614.021,600.308,614.021,4.61449
0.434492,0,1.50229e+06,1.47657e+07,614.021,600.275,614.021,4.61375
0.434492,0,1.50229e+06,1.47657e+07,614.021,600.241,614.021,4.61301
0.434492,0,1.50229e+06,1.47658e+07,614.021,600.207,614.021,4.61227
0.434492,0,1.50229e+06,1.47658e+07,614.022,600.173,614.022,4.61153
0.434492,0,1.50228e+06,1.47658e+07,614.022,600.139,614.022,4.61079
0.434492,0,1.50228e+06,1.47658e+07,614.022,600.105,614.022,4.61004
0.434492,0,1.50228e+06,1.47658e+07,614.022,600.072,614.022,4.6093
0.434492,0,1.50228e+06,1.47659e+07,614.022,600.038,614.022,4.60856
0.434492,0,1.50228e+06,1.47659e+07,614.022,600.004,614.022,4.60783
0.434492,0,1.50228e+06,1.47659e+07,614.022,599.97,614.022,4.60709
0.434492,0,1.50227e+06,1.47659e+07,614.023,599.936,614.023,4.60635
0.434492,0,1.50227e+06,1.4766e+07,614.023,599.902,614.023,4.60562
0.434492,0,1.50227e+06,1.4766e+07,614.023,599.868,614.023,4.60488
0.434492,0,1.50227e+06,1.4766e+07,614.023,599.834,614.023,4.60414
0.434492,0,1.50227e+06,1.4766e+07,614.023,599.8,614.023,4.6034
0.434492,0,1.50227e+06,1.4766e+07,614.023,599.766,614.023,4.60267
0.434492,0,1.50227e+06,1.47661e+07,614.023,599.732,614.023,4.60193
0.434492,0,1.50226e+06,1.47661e+07,614.024,599.698,614.024,4.60119
0.434492,0,1.50226e+06,1.47661e+07,614.024,599.664,614.024,4.60045
0.434492,0,1.50226e+06,1.47661e+07,614.024,599.63,614.024,4.59972
0.434492,0,1.50226e+06,1.47662e+07,614.024,599.596,614.024,4.59898
0.434492,0,1.50226e+06,1.47662e+07,614.024,599.562,614.024,4.59825
0.434492,0,1.50226e+06,1.47662e+07,614.024,599.528,614.024,4.59752
0.434492,0,1.50226e+06,1.47662e+07,614.024,599.494,614.024,4.59678
0.434492,0,1.50225e+06,1.47662e+07,614.025,599.459,614.025,4.59605
0.434492,0,1.50225e+06,1.47663e+07,614.025,599.425,614.025,4.59532
0.434492,0,1.50225e+06,1.47663e+07,614.025,599.391,614.025,4.59459
0.434492,0,1.50225e+06,1.47663e+07,614.025,599.357,614.025,4.59385
0.434492,0,1.50225e+06,1.47663e+07,614.025,599.323,614.025,4.59312
0.434492,0,1.50225e+06,1.47664e+07,614.025,599.289,614.025,4.59239
0.434492,0,1.50224e+06,1.47664e+07,614.025,599.254,614.025,4.59165
0.434492,0,1.50224e+06,1.47664e+07,614.025,599.22,614.025,4.59092
0.434492,0,1.50224e+06,1.47664e+07,614.025,599.186,614.025,4.59019
0.434492,0,1.50224e+06,1.47664e+07,614.026,599.152,614.026,4.58946
0.434492,0,1.50224e+06,1.47665e+07,614.026,599.118,614.026,4.58873
0.434492,0,1.50224e+06,1.47665e+07,614.026,599.083,614.026,4.588
0.434492,0,1.50224e+06,1.47665e+07,614.026,599.049,614.026,4.58727
0.434492,0,1.50223e+06,1.47665e+07,614.026,599.015,614.026,4.58654
0.434492,0,1.50223e+06,1.47666e+07,614.026,598.98,614.026,4.58581
0.434492,0,1.50223e+06,1.47666e+07,614.026,598.946,614.026,4.58508
0.434492,0,1.50223e+06,1.47666e+07,614.026,598.911,614.026,4.58436
0.434492,0,1.50223e+06,1.47666e+07,614.026,598.877,614.026,4.58363
0.434492,0,1.50223e+06,1.47666e+07,614.026,598.843,614.026,4.5829
0.434492,0,1.50223e+06,1.47667e+07,614.027,598.808,614.027,4.58217
0.434492,0,1.50222e+06,1.47667e+07,614.027,598.774,614.027,4.58144
0.434492,0,1.50222e+06,1.47667e+07,614.027,598.74,614.027,4.58071
0.434492,0,1.50222e+06,1.47667e+07,614.027,598.705,614.027,4.57998
0.434492,0,1.50222e+06,1.47668e+07,614.027,598.671,614.027,4.57926
0.434492,0,1.50222e+06,1.47668e+07,614.027,598.636,614.027,4.57853
0.434492,0,1.50222e+06,1.47668e+07,614.027,598.602,614.027,4.57781
0.434492,0,1.50222e+06,1.47668e+07,614.027,598.568,614.027,4.57709
0.434492,0,1.50222e+06,1.47668e+07,614.027,598.533,614.027,4.57636
0.434492,0,1.50221e+06,1.47669e+07,614.028,598.498,614.028,4.57564
0.434492,0,1.50221e+06,1.47669e+07,614.028,598.464,614.028,4.57491
0.434492,0,1.50221e+06,1.47669e+07,614.028,598.43,614.028,4.57419
0.434492,0,1.50221e+06,1.47669e+07,614.028,598.395,614.028,4.57347
0.434492,0,1.50221e+06,1.4767e+07,614.028,598.361,614.028,4.57274
0.434492,0,1.50221e+06,1.4767e+07,614.028,598.326,614.028,4.57202
0.434492,0,1.50221e+06,1.4767e+07,614.028,598.292,614.028,4.5713
0.434492,0,1.50221e+06,1.4767e+07,614.028,598.257,614.028,4.57057
0.434492,0,1.5022e+06,1.47671e+07,614.029,598.223,614.029,4.56985
0.434492,0,1.5022e+06,1.47671e+07,614.029,598.188,614.029,4.56913
0.434492,0,1.5022e+06,1.47671e+07,614.029,598.153,614.029,4.56841
0.434492,0,1.5022e+06,1.47671e+07,614.029,598.119,614.029,4.56769
0.434492,0,1.5022e+06,1.47671e+07,614.029,598.084,614.029,4.56697
0.434492,0,1.5022e+06,1.47672e+07,614.029,598.049,614.029,4.56625
0.434492,0,1.5022e+06,1.47672e+07,614.029,598.015,614.029,4.56553
0.434492,0,1.5022e+06,1.47672e+07,614.029,597.98,614.029,4.56481
0.434492,0,1.5022e+06,1.47672e+07,614.029,597.945,614.029,4.56409
0.434492,0,1.50219e+06,1.47673e+07,614.03,597.911,614.03,4.56338
0.434492,0,1.50219e+06,1.47673e+07,614.03,597.876,614.03,4.56266
0.434492,0,1.50219e+06,1.47673e+07,614.03,597.841,614.03,4.56194
0.434492,0,1.50219e+06,1.47673e+07,614.03,597.807,614.03,4.56122
0.434492,0,1.50219e+06,1.47673e+07,614.03,597.772,614.03,4.5605
0.434492,0,1.50219e+06,1.47674e+07,614.03,597.737,614.03,4.55978
0.434492,0,1.50219e+06,1.47674e+07,614.03,597.703,614.03,4.55907
0.434492,0,1.50219e+06,1.47674e+07,614.03,597.668,614.03,4.55835
0.434492,0,1.50219e+06,1.47674e+07,614.031,597.633,614.031,4.55764
0.434492,0,1.50219e+06,1.47675e+07,614.031,597.598,614.031,4.55692
0.434492,0,1.50219e+06,1.47675e+07,614.031,597.563,614.031,4.55621
0.434492,0,1.50218e+06,1.47675e+07,614.031,597.529,614.031,4.55549
0.434492,0,1.50218e+06,1.47675e+07,614.031,597.494,614.031,4.55478
0.434492,0,1.50218e+06,1.47675e+07,614.031,597.459,614.031,4.55406
0.434492,0,1.50218e+06,1.47676e+07,614.031,597.424,614.031,4.55335
0.434492,0,1.50218e+06,1.47676e+07,614.032,597.39,614.032,4.55263
0.434492,0,1.50218e+06,1.47676e+07,614.032,597.355,614.032,4.55192
0.434492,0,1.50218e+06,1.47676e+07,614.032,597.32,614.032,4.5512
0.434492,0,1.50218e+06,1.47677e+07,614.032,597.285,614.032,4.55049
0.434492,0,1.50218e+06,1.47677e+07,614.032,597.25,614.032,4.54978
0.434492,0,1.50218e+06,1.47677e+07,614.032,597.215,614.032,4.54907
0.434492,0,1.50218e+06,1.47677e+07,614.032,597.18,614.032,4.54836
0.434492,0,1.50218e+06,1.47677e+07,614.032,597.145,614.032,4.54765
0.434492,0,1.50218e+06,1.47678e+07,614.033,597.11,614.033,4.54694
0.434492,0,1.50218e+06,1.47678e+07,614.033,597.075,614.033,4.54623
0.434492,0,1.50218e+06,1.47678e+07,614.033,597.04,614.033,4.54552
0.434492,0,1.50218e+06,1.47678e+07,614.033,597.006,614.033,4.54481
0.434492,0,1.50218e+06,1.47679e+07,614.033,596.971,614.033,4.5441
0.434492,0,1.50218e+06,1.47679e+07,614.033,596.936,614.033,4.54339
0.434492,0,1.50218e+06,1.47679e+07,614.033,596.901,614.033,4.54268
0.434492,0,1.50218e+06,1.47679e+07,614.033,596.866,614.033,4.54197
0.434492,0,1.50218e+06,1.47679e+07,614.034,596.831,614.034,4.54126
0.434492,0,1.50217e+06,1.4768e+07,614.034,596.796,614.034,4.54055
0.434492,0,1.50217e+06,1.4768e+07,614.034,596.761,614.034,4.53985
0.434492,0,1.50217e+06,1.4768e+07,614.034,596.726,614.034,4.53914
0.434492,0,1.50217e+06,1.4768e+07,614.034,596.69,614.034,4.53844
0.434492,0,1.50217e+06,1.47681e+07,614.034,596.655,614.034,4.53773
0.434492,0,1.50217e+06,1.47681e+07,614.034,596.62,614.034,4.53703
0.434492,0,1.50217e+06,1.47681e+07,614.034,596.585,614.034,4.53632
0.434492,0,1.50217e+06,1.47681e+07,614.034,596.55,614.034,4.53561
0.434492,0,1.50217e+06,1.47681e+07,614.034,596.515,614.034,4.53491
0.434492,0,1.50217e+06,1.47682e+07,614.035,596.48,614.035,4.5342
0.434492,0,1.50217e+06,1.47682e+07,614.035,596.445,614.035,4.5335
0.434492,0,1.50217e+06,1.47682e+07,614.035,596.409,614.035,4.53279
0.434492,0,1.50217e+06,1.47682e+07,614.035,596.374,614.035,4.53209
0.434492,0,1.50216e+06,1.47683e+07,614.035,596.339,614.035,4.53138
0.434492,0,1.50216e+06,1.47683e+07,614.035,596.304,614.035,4.53068
0.434492,0,1.50216e+06,1.47683e+07,614.035,596.268,614.035,4.52998
0.434492,0,1.50216e+06,1.47683e+07,614.035,596.233,614.035,4.52928
0.434492,0,1.50216e+06,1.47683e+07,614.036,596.198,614.036,4.52858
0.434492,0,1.50216e+06,1.47684e+07,614.036,596.163,614.036,4.52788
0.434492,0,1.50216e+06,1.47684e+07,614.036,596.127,614.036,4.52718
0.434492,0,1.50216e+06,1.47684e+07,614.036,596.092,614.036,4.52648
0.434492,0,1.50216e+06,1.47684e+07,614.036,596.057,614.036,4.52578
0.434492,0,1.50216e+06,1.47685e+07,614.036,596.021,614.036,4.52508
0.434492,0,1.50216e+06,1.47685e+07,614.036,595.986,614.036,4.52438
0.434492,0,1.50216e+06,1.47685e+07,614.036,595.951,614.036,4.52368
0.434492,0,1.50216e+06,1.47685e+07,614.036,595.915,614.036,4.52297
0.434492,0,1.50216e+06,1.47685e+07,614.036,595.88,614.036,4.52227
0.434492,0,1.50216e+06,1.47686e+07,614.037,595.845,614.037,4.52158
0.434492,0,1.50216e+06,1.47686e+07,614.037,595.809,614.037,4.52088
0.434492,0,1.50216e+06,1.47686e+07,614.037,595.774,614.037,4.52019
0.434492,0,1.50216e+06,1.47686e+07,614.037,595.738,614.037,4.51949
0.434492,0,1.50216e+06,1.47687e+07,614.037,595.703,614.037,4.5188
0.434492,0,1.50216e+06,1.47687e+07,614.037,595.667,614.037,4.5181
0.434492,0,1.50216e+06,1.47687e+07,614.037,595.632,614.037,4.51741
0.434492,0,1.50216e+06,1.47687e+07,614.037,595.597,614.037,4.51671
0.434492,0,1.50216e+06,1.47688e+07,614.037,595.561,614.037,4.51601
0.434492,0,1.50216e+06,1.47688e+07,614.038,595.526,614.038,4.51532
0.434492,0,1.50216e+06,1.47688e+07,614.038,595.49,614.038,4.51462
0.434492,0,1.50216e+06,1.47688e+07,614.038,595.455,614.038,4.51393
0.434492,0,1.50216e+06,1.47688e+07,614.038,595.419,614.038,4.51323
0.434492,0,1.50216e+06,1.47689e+07,614.038,595.384,614.038,4.51254
0.434492,0,1.50216e+06,1.47689e+07,614.038,595.348,614.038,4.51185
0.434492,0,1.50216e+06,1.47689e+07,614.038,595.313,614.038,4.51116
0.434492,0,1.50216e+06,1.47689e+07,614.039,595.277,614.039,4.51047
0.434492,0,1.50216e+06,1.4769e+07,614.039,595.242,614.039,4.50978
0.434492,0,1.50216e+06,1.4769e+07,614.039,595.206,614.039,4.50909
0.434492,0,1.50216e+06,1.4769e+07,614.039,595.17,614.039,4.5084
0.434492,0,1.50216e+06,1.4769e+07,614.039,595.135,614.039,4.50771
0.434492,0,1.50216e+06,1.4769e+07,614.039,595.099,614.039,4.50702
0.434492,0,1.50216e+06,1.47691e+07,614.039,595.064,614.039,4.50632
0.434492,0,1.50216e+06,1.47691e+07,614.04,595.028,614.04,4.50563
0.434492,0,1.50216e+06,1.47691e+07,614.04,594.993,614.04,4.50494
0.434492,0,1.50216e+06,1.47691e+07,614.04,594.957,614.04,4.50425
0.434492,0,1.50216e+06,1.47692e+07,614.04,594.921,614.04,4.50356
0.434492,0,1.50216e+06,1.47692e+07,614.04,594.886,614.04,4.50288
0.434492,0,1.50216e+06,1.47692e+07,614.04,594.85,614.04,4.50219
0.434492,0,1.50216e+06,1.47692e+07,614.04,594.814,614.04,4.5015
0.434492,0,1.50216e+06,1.47692e+07,614.04,594.778,614.04,4.50082
0.434492,0,1.50216e+06,1.47693e+07,614.041,594.743,614.041,4.50013
0.434492,0,1.50216e+06,1.47693e+07,614.041,594.707,614.041,4.49945
0.434492,0,1.50216e+06,1.47693e+07,614.041,594.671,614.041,4.49876
0.434492,0,1.50216e+06,1.47693e+07,614.041,594.635,614.041,4.49807
0.434492,0,1.50216e+06,1.47694e+07,614.041,594.6,614.041,4.49739
0.434492,0,1.50216e+06,1.47694e+07,614.041,594.564,614.041,4.4967
0.434492,0,1.50216e+06,1.47694e+07,614.041,594.528,614.041,4.49601
0.434492,0,1.50216e+06,1.47694e+07,614.041,594.492,614.041,4.49533
0.434492,0,1.50216e+06,1.47694e+07,614.041,594.457,614.041,4.49464
0.434492,0,1.50217e+06,1.47695e+07,614.042,594.421,614.042,4.49396
0.434492,0,1.50217e+06,1.47695e+07,614.042,594.385,614.042,4.49328
0.434492,0,1.50217e+06,1.47695e+07,614.042,594.349,614.042,4.4926
0.434492,0,1.50217e+06,1.47695e+07,614.042,594.313,614.042,4.49192
0.434492,0,1.50217e+06,1.47696e+07,614.042,594.277,614.042,4.49123
0.434492,0,1.50217e+06,1.47696e+07,614.042,594.241,614.042,4.49055
0.434492,0,1.50217e+06,1.47696e+07,614.042,594.205,614.042,4.48987
0.434492,0,1.50217e+06,1.47696e+07,614.042,594.169,614.042,4.48919
0.434492,0,1.50217e+06,1.47696e+07,614.042,594.133,614.042,4.48851
0.434492,0,1.50217e+06,1.47697e+07,614.043,594.098,614.043,4.48783
0.434492,0,1.50217e+06,1.47697e+07,614.043,594.062,614.043,4.48715
0.434492,0,1.50217e+06,1.47697e+07,614.043,594.026,614.043,4.48646
0.434492,0,1.50217e+06,1.47697e+07,614.043,593.99,614.043,4.48578
0.434492,0,1.50217e+06,1.47698e+07,614.043,593.954,614.043,4.4851
0.434492,0,1.50217e+06,1.47698e+07,614.043,593.918,614.043,4.48443
0.434492,0,1.50217e+06,1.47698e+07,614.043,593.882,614.043,4.48375
0.434492,0,1.50217e+06,1.47698e+07,614.043,593.846,614.043,4.48308
0.434492,0,1.50217e+06,1.47698e+07,614.043,593.81,614.043,4.4824
0.434492,0,1.50217e+06,1.47699e+07,614.044,593.774,614.044,4.48172
0.434492,0,1.50217e+06,1.47699e+07,614.044,593.737,614.044,4.48105
0.434492,0,1.50217e+06,1.47699e+07,614.044,593.701,614.044,4.48037
0.434492,0,1.50217e+06,1.47699e+07,614.044,593.665,614.044,4.47969
0.434492,0,1.50217e+06,1.477e+07,614.044,593.629,614.044,4.47902
0.434492,0,1.50217e+06,1.477e+07,614.044,593.593,614.044,4.47834
0.434492,0,1.50217e+06,1.477e+07,614.044,593.557,614.044,4.47767
0.434492,0,1.50217e+06,1.477e+07,614.044,593.521,614.044,4.47699
0.434492,0,1.50218e+06,1.477e+07,614.044,593.485,614.044,4.47631
0.434492,0,1.45486e+06,1.47701e+07,614.045,593.449,614.045,4.47578
0.434492,0,1.39891e+06,1.47701e+07,614.045,593.413,614.045,4.47528
0.434492,0,1.34295e+06,1.47701e+07,614.045,593.376,614.045,4.47477
0.434492,0,1.28699e+06,1.47701e+07,614.045,593.34,614.045,4.47427
0.434492,0,1.23104e+06,1.47701e+07,614.045,593.304,614.045,4.47376
0.434492,0,1.17508e+06,1.47702e+07,614.045,593.268,614.045,4.47326
0.434492,0,1.11912e+06,1.47702e+07,614.045,593.232,614.045,4.47275
0.434492,0,1.06316e+06,1.47702e+07,614.045,593.195,614.045,4.47225
0.434492,0,1.00721e+06,1.47702e+07,614.045,593.159,614.045,4.47175
0.434492,0,951251,1.47702e+07,614.046,593.123,614.046,4.47124
0.434492,0,895293,1.47703e+07,614.046,593.087,614.046,4.47074
0.434492,0,839336,1.47703e+07,614.046,593.051,614.046,4.47023
0.434492,0,783379,1.47703e+07,614.046,593.014,614.046,4.46973
0.434492,0,724802,1.47703e+07,614.046,592.985,614.046,4.46936
0.434492,0,662649,1.47703e+07,614.046,592.965,614.046,4.46917
0.434492,0,600496,1.47703e+07,614.046,592.945,614.046,4.46898
0.434492,0,538344,1.47704e+07,614.046,592.925,614.046,4.46879
0.434492,0,476191,1.47704e+07,614.047,592.904,614.047,4.46861
0.434492,0,414038,1.47704e+07,614.047,592.884,614.047,4.46842
0.434492,0,351886,1.47704e+07,614.047,592.864,614.047,4.46823
0.434492,0,289733,1.47704e+07,614.047,592.844,614.047,4.46804
0.434492,0,227580,1.47704e+07,614.047,592.824,614.047,4.46786
0.434492,0,165428,1.47705e+07,614.047,592.804,614.047,4.46767
0.434492,0,103275,1.47705e+07,614.047,592.784,614.047,4.46748
0.434492,0,41122.1,1.47705e+07,614.047,592.763,614.047,4.46729
0.434492,0,0,1.47705e+07,614.047,592.75,614.047,4.46717
0.434492,0,0,1.47705e+07,614.048,592.75,614.048,4.46717
0.434492,0,0,1.47705e+07,614.048,592.75,614.048,4.46717
0.434492,0,0,1.47706e+07,614.048,592.75,614.048,4.46716
0.434492,0,0,1.47706e+07,614.048,592.75,614.048,4.46716
0.434492,0,0,1.47706e+07,614.048,592.75,614.048,4.46716
0.434492,0,0,1.47706e+07,614.048,592.75,614.048,4.46716
0.434492,0,0,1.47707e+07,614.048,592.75,614.048,4.46716
0.434492,0,0,1.47707e+07,614.048,592.75,614.048,4.46716
0.434492,0,0,1.47707e+07,614.048,592.75,614.048,4.46715
0.434492,0,0,1.47707e+07,614.048,592.75,614.048,4.46715
0.434492,0,0,1.47707e+07,614.048,592.75,614.048,4.46715
0.434492,0,0,1.47708e+07,614.048,592.75,614.048,4.46715
0.434492,0,0,1.47708e+07,614.049,592.75,614.049,4.46715
0.434492,0,0,1.47708e+07,614.049,592.75,614.049,4.46715
0.434492,0,0,1.47708e+07,614.049,592.75,614.049,4.46714
0.434492,0,0,1.47708e+07,614.049,592.75,614.049,4.46714
0.434492,0,0,1.47709e+07,614.049,592.75,614.049,4.46714
0.434492,0,0,1.47709e+07,614.049,592.75,614.049,4.46714
0.434492,0,0,1.47709e+07,614.049,592.75,614.049,4.46714
0.434492,0,0,1.47709e+07,614.049,592.75,614.049,4.46714
0.434492,0,0,1.47709e+07,614.049,592.75,614.049,4.46713
0.434492,0,0,1.4771e+07,614.049,592.75,614.049,4.46713
0.434492,0,0,1.4771e+07,614.049,592.75,614.049,4.46713
0.434492,0,0,1.4771e+07,614.049,592.75,614.049,4.46713
0.434492,0,0,1.4771e+07,614.05,592.75,614.05,4.46713
0.434492,0,0,1.4771e+07,614.05,592.75,614.05,4.46713
0.434492,0,0,1.47711e+07,614.05,592.75,614.05,4.46712
0.434492,0,0,1.47711e+07,614.05,592.75,614.05,4.46712
0.434492,0,0,1.47711e+07,614.05,592.75,614.05,4.46712
0.434492,0,0,1.47711e+07,614.05,592.75,614.05,4.46712
0.434492,0,0,1.47711e+07,614.05,592.75,614.05,4.46712
0.434492,0,0,1.47711e+07,614.051,592.75,614.051,4.46712
0.434492,0,0,1.47712e+07,614.051,592.75,614.051,4.46711
0.434492,0,0,1.47712e+07,614.051,592.75,614.051,4.46711
0.434492,0,0,1.47712e+07,614.051,592.75,614.051,4.46711
0.434492,0,0,1.47712e+07,614.051,592.75,614.001,4.46711
0.434492,0,0,1.47712e+07,614.051,592.75,613.414,4.46711
0.434492,0,0,1.47712e+07,614.051,592.75,612.826,4.46711
0.434492,0,0,1.47712e+07,614.051,592.75,612.239,4.46711
0.434492,0,0,1.47713e+07,614.051,592.75,611.651,4.46711
0.434492,0,0,1.47713e+07,614.051,592.75,611.064,4.4671
0.434492,0,0,1.47713e+07,614.052,592.75,610.476,4.4671
0.434492,0,0,1.47713e+07,614.052,592.75,609.889,4.4671
0.434492,0,0,1.47713e+07,614.052,592.75,609.301,4.4671
0.434492,0,0,1.47713e+07,614.052,592.75,608.714,4.4671
0.434492,0,0,1.47713e+07,614.052,592.75,608.126,4.4671
0.434492,0,0,1.47714e+07,614.052,592.75,607.539,4.4671
