Point Magnitude;p;T.interface;T.liquid;T.vapour;U_magnitude;alpha.liquid;alpha.vapour
1.13047;1.48E+07;613.958;612.088;613.968;5.24998;0.40138;0.0331119
1.13212;1.48E+07;613.958;612.103;613.967;5.25409;0.401056;0.0334359
1.13378;1.48E+07;613.958;612.118;613.967;5.25819;0.400732;0.0337599
1.13543;1.48E+07;613.958;612.134;613.967;5.2623;0.400408;0.0340839
1.13709;1.48E+07;613.957;612.149;613.967;5.26641;0.400084;0.0344079
1.13874;1.48E+07;613.957;612.164;613.967;5.27052;0.39976;0.0347319
1.1404;1.48E+07;613.957;612.18;613.966;5.27463;0.399436;0.0350559
1.14205;1.48E+07;613.956;612.195;613.966;5.27874;0.399112;0.0353799
1.14371;1.48E+07;613.956;612.211;613.966;5.28285;0.398788;0.0357039
1.14536;1.48E+07;613.956;612.225;613.966;5.28706;0.398458;0.0360344
1.14702;1.48E+07;613.955;612.24;613.966;5.29132;0.398125;0.0363674
1.14867;1.48E+07;613.955;612.254;613.966;5.29558;0.397792;0.0367005
1.15033;1.48E+07;613.955;612.269;613.965;5.29984;0.397459;0.0370335
1.15198;1.48E+07;613.954;612.283;613.965;5.3041;0.397126;0.0373666
1.15364;1.48E+07;613.954;612.297;613.965;5.30835;0.396793;0.0376997
1.15529;1.48E+07;613.954;612.312;613.965;5.31261;0.396459;0.0380327
1.15695;1.48E+07;613.953;612.326;613.965;5.31687;0.396126;0.0383658
1.1586;1.48E+07;613.953;612.341;613.964;5.32113;0.395793;0.0386988
1.16026;1.48E+07;613.953;612.355;613.964;5.32539;0.39546;0.0390319
1.16191;1.48E+07;613.952;612.37;613.964;5.32964;0.395127;0.0393649
1.16357;1.48E+07;613.952;612.384;613.964;5.3339;0.394794;0.039698
1.16522;1.48E+07;613.952;612.398;613.964;5.33816;0.394461;0.0400311
1.16688;1.48E+07;613.951;612.412;613.963;5.34246;0.394126;0.0403664
1.16854;1.48E+07;613.951;612.426;613.963;5.34686;0.393785;0.0407073
1.17019;1.48E+07;613.951;612.439;613.963;5.35126;0.393444;0.0410482
1.17185;1.48E+07;613.95;612.453;613.963;5.35565;0.393103;0.0413891
1.1735;1.48E+07;613.95;612.466;613.963;5.36005;0.392762;0.04173
1.17516;1.48E+07;613.95;612.479;613.963;5.36445;0.392421;0.0420709
1.17681;1.48E+07;613.949;612.493;613.962;5.36885;0.39208;0.0424118
1.17847;1.48E+07;613.949;612.506;613.962;5.37325;0.391739;0.0427527
1.18012;1.48E+07;613.948;612.52;613.962;5.37765;0.391398;0.0430936
1.18178;1.48E+07;613.948;612.533;613.962;5.38204;0.391057;0.0434345
1.18343;1.48E+07;613.948;612.547;613.962;5.38644;0.390717;0.0437754
1.18509;1.48E+07;613.947;612.56;613.961;5.39084;0.390376;0.0441163
1.18674;1.48E+07;613.947;612.573;613.961;5.39524;0.390035;0.0444572
1.1884;1.48E+07;613.947;612.587;613.961;5.39964;0.389694;0.0447981
1.19005;1.48E+07;613.946;612.599;613.961;5.40415;0.389347;0.0451446
1.19171;1.48E+07;613.946;612.612;613.961;5.40868;0.389;0.0454918
1.19336;1.48E+07;613.945;612.624;613.96;5.4132;0.388653;0.045839
1.19502;1.48E+07;613.945;612.637;613.96;5.41773;0.388306;0.0461863
1.19667;1.48E+07;613.945;612.649;613.96;5.42226;0.387958;0.0465335
1.19833;1.48E+07;613.944;612.662;613.96;5.42679;0.387611;0.0468808
1.19998;1.48E+07;613.944;612.674;613.96;5.43132;0.387264;0.047228
1.20164;1.48E+07;613.944;612.686;613.96;5.43585;0.386917;0.0475753
1.20329;1.48E+07;613.943;612.699;613.959;5.44037;0.38657;0.0479225
1.20495;1.48E+07;613.943;612.711;613.959;5.4449;0.386222;0.0482697
1.2066;1.48E+07;613.942;612.724;613.959;5.44943;0.385875;0.048617
1.20826;1.48E+07;613.942;612.736;613.959;5.45396;0.385528;0.0489642
1.20991;1.48E+07;613.942;612.749;613.959;5.45849;0.385181;0.0493115
1.21157;1.48E+07;613.941;612.761;613.958;5.46307;0.384831;0.0496609
1.21322;1.48E+07;613.941;612.772;613.958;5.46771;0.384479;0.050013
1.21488;1.48E+07;613.941;612.784;613.958;5.47236;0.384127;0.0503651
1.21653;1.48E+07;613.94;612.795;613.958;5.477;0.383775;0.0507172
1.21819;1.48E+07;613.94;612.807;613.957;5.48165;0.383423;0.0510694
1.21984;1.48E+07;613.94;612.818;613.957;5.4863;0.383071;0.0514215
1.2215;1.48E+07;613.939;612.83;613.957;5.49094;0.382719;0.0517736
1.22316;1.48E+07;613.939;612.841;613.957;5.49559;0.382367;0.0521257
1.22481;1.48E+07;613.938;612.853;613.956;5.50023;0.382015;0.0524778
1.22647;1.48E+07;613.938;612.864;613.956;5.50488;0.381662;0.05283
1.22812;1.48E+07;613.938;612.876;613.956;5.50952;0.38131;0.0531821
1.22978;1.48E+07;613.937;612.887;613.956;5.51417;0.380958;0.0535342
1.23143;1.48E+07;613.937;612.899;613.955;5.51881;0.380606;0.0538863
1.23309;1.47E+07;613.937;612.91;613.955;5.52346;0.380254;0.0542385
1.23474;1.47E+07;613.936;612.921;613.955;5.52821;0.379898;0.0545941
1.2364;1.47E+07;613.936;612.931;613.954;5.53296;0.379543;0.0549496
1.23805;1.47E+07;613.935;612.942;613.954;5.53771;0.379187;0.0553052
1.23971;1.47E+07;613.935;612.953;613.954;5.54246;0.378832;0.0556607
1.24136;1.47E+07;613.934;612.963;613.954;5.54721;0.378476;0.0560163
1.24302;1.47E+07;613.934;612.974;613.953;5.55196;0.378121;0.0563718
1.24467;1.47E+07;613.934;612.984;613.953;5.55672;0.377765;0.0567273
1.24633;1.47E+07;613.933;612.995;613.953;5.56147;0.37741;0.0570829
1.24798;1.47E+07;613.933;613.005;613.953;5.56622;0.377054;0.0574384
1.24964;1.47E+07;613.932;613.016;613.952;5.57097;0.376698;0.057794
1.25129;1.47E+07;613.932;613.027;613.952;5.57572;0.376343;0.0581495
1.25295;1.47E+07;613.932;613.037;613.952;5.58047;0.375987;0.0585051
1.2546;1.47E+07;613.931;613.048;613.952;5.58522;0.375632;0.0588606
1.25626;1.47E+07;613.931;613.058;613.951;5.59002;0.375275;0.0592174
1.25791;1.47E+07;613.93;613.068;613.951;5.59486;0.374917;0.059575
1.25957;1.47E+07;613.93;613.077;613.951;5.5997;0.37456;0.0599326
1.26122;1.47E+07;613.929;613.087;613.951;5.60454;0.374202;0.0602902
1.26288;1.47E+07;613.929;613.097;613.951;5.60939;0.373845;0.0606478
1.26453;1.47E+07;613.929;613.106;613.95;5.61423;0.373487;0.0610054
1.26619;1.47E+07;613.928;613.116;613.95;5.61907;0.373129;0.061363
1.26784;1.47E+07;613.928;613.126;613.95;5.62391;0.372772;0.0617206
1.2695;1.47E+07;613.927;613.135;613.95;5.62875;0.372414;0.0620782
1.27115;1.47E+07;613.927;613.145;613.949;5.63359;0.372056;0.0624358
1.27281;1.47E+07;613.926;613.155;613.949;5.63843;0.371699;0.0627934
1.27446;1.47E+07;613.926;613.164;613.949;5.64327;0.371341;0.063151
1.27612;1.47E+07;613.925;613.174;613.949;5.64812;0.370984;0.0635086
1.27777;1.47E+07;613.925;613.184;613.948;5.65297;0.370626;0.0638663
1.27943;1.47E+07;613.924;613.192;613.948;5.65789;0.370268;0.0642246
1.28109;1.47E+07;613.924;613.201;613.948;5.66281;0.369909;0.064583
1.28274;1.47E+07;613.924;613.21;613.948;5.66772;0.369551;0.0649413
1.2844;1.47E+07;613.923;613.219;613.947;5.67264;0.369193;0.0652996
1.28605;1.47E+07;613.923;613.228;613.947;5.67756;0.368834;0.0656579
1.28771;1.47E+07;613.922;613.236;613.947;5.68248;0.368476;0.0660162
1.28936;1.47E+07;613.922;613.245;613.947;5.68739;0.368118;0.0663746
1.29102;1.47E+07;613.921;613.254;613.946;5.69231;0.367759;0.0667329
1.29267;1.47E+07;613.921;613.263;613.946;5.69723;0.367401;0.0670912
1.29433;1.47E+07;613.92;613.272;613.946;5.70214;0.367043;0.0674495
1.29598;1.47E+07;613.92;613.28;613.946;5.70706;0.366684;0.0678078
1.29764;1.47E+07;613.92;613.289;613.945;5.71198;0.366326;0.0681661
1.29929;1.47E+07;613.919;613.298;613.945;5.7169;0.365968;0.0685245
1.30095;1.47E+07;613.919;613.306;613.945;5.72187;0.365609;0.0688831
1.3026;1.47E+07;613.918;613.314;613.944;5.72685;0.365251;0.0692417
1.30426;1.47E+07;613.918;613.322;613.944;5.73184;0.364892;0.0696004
1.30591;1.47E+07;613.917;613.33;613.944;5.73683;0.364533;0.0699591
1.30757;1.47E+07;613.917;613.338;613.944;5.74181;0.364174;0.0703178
1.30922;1.47E+07;613.916;613.346;613.943;5.7468;0.363816;0.0706765
1.31088;1.47E+07;613.916;613.354;613.943;5.75179;0.363457;0.0710352
1.31253;1.47E+07;613.916;613.362;613.943;5.75677;0.363098;0.0713938
1.31419;1.47E+07;613.915;613.37;613.942;5.76176;0.36274;0.0717525
1.31584;1.47E+07;613.915;613.377;613.942;5.76674;0.362381;0.0721112
1.3175;1.47E+07;613.914;613.385;613.942;5.77173;0.362022;0.0724699
1.31915;1.47E+07;613.914;613.393;613.942;5.77672;0.361664;0.0728285
1.32081;1.47E+07;613.913;613.401;613.941;5.7817;0.361305;0.0731872
1.32246;1.47E+07;613.913;613.409;613.941;5.78672;0.360945;0.0735469
1.32412;1.47E+07;613.912;613.416;613.941;5.79179;0.360584;0.0739084
1.32577;1.47E+07;613.912;613.423;613.94;5.79686;0.360222;0.0742699
1.32743;1.47E+07;613.911;613.43;613.94;5.80193;0.359861;0.0746313
1.32908;1.47E+07;613.911;613.437;613.94;5.80699;0.359499;0.0749928
1.33074;1.47E+07;613.91;613.443;613.939;5.81206;0.359138;0.0753543
1.33239;1.47E+07;613.91;613.45;613.939;5.81713;0.358776;0.0757159
1.33405;1.47E+07;613.909;613.457;613.939;5.8222;0.358415;0.0760773
1.33571;1.47E+07;613.909;613.464;613.939;5.82727;0.358053;0.0764388
1.33736;1.47E+07;613.908;613.471;613.938;5.83234;0.357692;0.0768003
1.33902;1.47E+07;613.908;613.478;613.938;5.83741;0.357331;0.0771618
1.34067;1.47E+07;613.907;613.485;613.938;5.84248;0.356969;0.0775233
1.34233;1.47E+07;613.907;613.492;613.937;5.84755;0.356608;0.0778848
1.34398;1.47E+07;613.907;613.499;613.937;5.85262;0.356246;0.0782463
1.34564;1.47E+07;613.906;613.505;613.937;5.85776;0.355884;0.0786082
1.34729;1.47E+07;613.905;613.511;613.937;5.86291;0.355522;0.0789702
1.34895;1.47E+07;613.905;613.517;613.936;5.86805;0.35516;0.0793321
1.3506;1.47E+07;613.904;613.523;613.936;5.8732;0.354798;0.0796941
1.35226;1.47E+07;613.904;613.528;613.936;5.87835;0.354436;0.080056
1.35391;1.47E+07;613.903;613.534;613.935;5.8835;0.354074;0.080418
1.35557;1.47E+07;613.903;613.54;613.935;5.88865;0.353712;0.08078
1.35722;1.47E+07;613.902;613.546;613.935;5.89379;0.35335;0.0811419
1.35888;1.47E+07;613.902;613.552;613.935;5.89894;0.352988;0.0815039
1.36053;1.47E+07;613.901;613.558;613.934;5.90409;0.352626;0.0818658
1.36219;1.47E+07;613.9;613.564;613.934;5.90924;0.352264;0.0822278
1.36384;1.47E+07;613.9;613.57;613.934;5.91439;0.351903;0.0825897
1.3655;1.47E+07;613.899;613.576;613.934;5.91953;0.351541;0.0829517
1.36715;1.47E+07;613.899;613.581;613.933;5.9247;0.351181;0.083311
1.36881;1.47E+07;613.898;613.586;613.933;5.92987;0.350825;0.0836676
1.37046;1.47E+07;613.898;613.591;613.933;5.93504;0.350468;0.0840242
1.37212;1.47E+07;613.897;613.596;613.933;5.94022;0.350111;0.0843808
1.37377;1.47E+07;613.896;613.602;613.932;5.94539;0.349755;0.0847374
1.37543;1.47E+07;613.896;613.607;613.932;5.95056;0.349398;0.085094
1.37708;1.47E+07;613.895;613.612;613.932;5.95574;0.349041;0.0854506
1.37874;1.47E+07;613.895;613.617;613.932;5.96091;0.348685;0.0858073
1.38039;1.47E+07;613.894;613.622;613.931;5.96608;0.348328;0.0861639
1.38205;1.47E+07;613.894;613.627;613.931;5.97126;0.347971;0.0865205
1.3837;1.47E+07;613.893;613.632;613.931;5.97643;0.347615;0.0868771
1.38536;1.47E+07;613.893;613.638;613.93;5.98161;0.347258;0.0872337
1.38701;1.47E+07;613.892;613.643;613.93;5.98678;0.346902;0.0875903
1.38867;1.47E+07;613.891;613.648;613.93;5.99195;0.346545;0.0879464
1.39033;1.47E+07;613.891;613.652;613.93;5.9971;0.346196;0.0882957
1.39198;1.47E+07;613.89;613.657;613.929;6.00226;0.345847;0.088645
1.39364;1.47E+07;613.89;613.662;613.929;6.00741;0.345498;0.0889943
1.39529;1.47E+07;613.889;613.666;613.929;6.01256;0.345148;0.0893435
1.39695;1.47E+07;613.888;613.671;613.928;6.01771;0.344799;0.0896928
1.3986;1.47E+07;613.888;613.675;613.928;6.02286;0.34445;0.0900421
1.40026;1.47E+07;613.887;613.68;613.928;6.02802;0.344101;0.0903914
1.40191;1.47E+07;613.887;613.685;613.928;6.03317;0.343751;0.0907407
1.40357;1.47E+07;613.886;613.689;613.927;6.03832;0.343402;0.09109
1.40522;1.47E+07;613.885;613.694;613.927;6.04347;0.343053;0.0914392
1.40688;1.47E+07;613.885;613.699;613.927;6.04862;0.342704;0.0917885
1.40853;1.47E+07;613.884;613.703;613.926;6.05377;0.342354;0.0921378
1.41019;1.47E+07;613.884;613.708;613.926;6.05893;0.342005;0.0924871
1.41184;1.47E+07;613.883;613.712;613.926;6.06405;0.341661;0.092831
1.4135;1.47E+07;613.883;613.716;613.926;6.06916;0.34132;0.0931721
1.41515;1.47E+07;613.882;613.721;613.925;6.07427;0.340979;0.0935131
1.41681;1.47E+07;613.881;613.725;613.925;6.07938;0.340638;0.0938541
1.41846;1.47E+07;613.881;613.729;613.925;6.08449;0.340297;0.0941951
1.42012;1.47E+07;613.88;613.733;613.924;6.0896;0.339956;0.0945362
1.42177;1.47E+07;613.879;613.737;613.924;6.09471;0.339615;0.0948772
1.42343;1.47E+07;613.879;613.741;613.924;6.09982;0.339274;0.0952182
1.42508;1.47E+07;613.878;613.746;613.923;6.10493;0.338933;0.0955593
1.42674;1.47E+07;613.877;613.75;613.923;6.11004;0.338592;0.0959003
1.42839;1.47E+07;613.877;613.754;613.923;6.11515;0.338251;0.0962413
1.43005;1.47E+07;613.876;613.758;613.923;6.12026;0.33791;0.0965824
1.4317;1.47E+07;613.875;613.762;613.922;6.12537;0.337569;0.0969234
1.43336;1.47E+07;613.875;613.766;613.922;6.13047;0.33723;0.0972624
1.43501;1.47E+07;613.874;613.77;613.922;6.13552;0.336898;0.0975946
1.43667;1.47E+07;613.874;613.774;613.921;6.14058;0.336566;0.0979268
1.43832;1.47E+07;613.873;613.778;613.921;6.14563;0.336234;0.098259
1.43998;1.47E+07;613.872;613.781;613.921;6.15069;0.335901;0.0985912
1.44163;1.47E+07;613.872;613.785;613.92;6.15574;0.335569;0.0989234
1.44329;1.47E+07;613.871;613.789;613.92;6.1608;0.335237;0.0992556
1.44494;1.47E+07;613.87;613.793;613.92;6.16585;0.334905;0.0995877
1.4466;1.47E+07;613.87;613.796;613.92;6.17091;0.334573;0.0999199
1.44826;1.47E+07;613.869;613.8;613.919;6.17596;0.33424;0.100252
1.44991;1.47E+07;613.868;613.804;613.919;6.18101;0.333908;0.100584
1.45157;1.47E+07;613.868;613.808;613.919;6.18607;0.333576;0.100916
1.45322;1.47E+07;613.867;613.812;613.918;6.19112;0.333244;0.101249
1.45488;1.47E+07;613.867;613.815;613.918;6.19618;0.332912;0.101581
1.45653;1.47E+07;613.866;613.819;613.918;6.20117;0.332588;0.101905
1.45819;1.47E+07;613.865;613.822;613.917;6.20615;0.332266;0.102227
1.45984;1.47E+07;613.865;613.826;613.917;6.21113;0.331944;0.102549
1.4615;1.47E+07;613.864;613.829;613.917;6.21611;0.331622;0.102871
1.46315;1.47E+07;613.863;613.833;613.916;6.22109;0.3313;0.103193
1.46481;1.47E+07;613.863;613.836;613.916;6.22607;0.330978;0.103514
1.46646;1.47E+07;613.862;613.84;613.916;6.23105;0.330656;0.103836
1.46812;1.47E+07;613.861;613.843;613.915;6.23603;0.330334;0.104158
1.46977;1.47E+07;613.861;613.847;613.915;6.24101;0.330012;0.10448
1.47143;1.47E+07;613.86;613.85;613.915;6.24599;0.32969;0.104802
1.47308;1.47E+07;613.859;613.853;613.914;6.25097;0.329368;0.105124
1.47474;1.47E+07;613.859;613.857;613.914;6.25595;0.329046;0.105446
1.47639;1.47E+07;613.858;613.86;613.914;6.26093;0.328724;0.105768
1.47805;1.47E+07;613.857;613.864;613.913;6.26588;0.328407;0.106085
1.4797;1.47E+07;613.857;613.867;613.913;6.27076;0.328096;0.106396
1.48136;1.47E+07;613.856;613.87;613.913;6.27564;0.327786;0.106706
1.48301;1.47E+07;613.855;613.874;613.912;6.28053;0.327475;0.107017
1.48467;1.47E+07;613.855;613.877;613.912;6.28541;0.327165;0.107327
1.48632;1.47E+07;613.854;613.88;613.912;6.29029;0.326855;0.107637
1.48798;1.47E+07;613.853;613.884;613.911;6.29518;0.326544;0.107947
1.48963;1.47E+07;613.853;613.887;613.911;6.30006;0.326234;0.108258
1.49129;1.47E+07;613.852;613.89;613.911;6.30494;0.325924;0.108568
1.49294;1.47E+07;613.851;613.894;613.91;6.30983;0.325613;0.108879
1.4946;1.47E+07;613.851;613.897;613.91;6.31471;0.325303;0.109189
1.49625;1.47E+07;613.85;613.9;613.91;6.31959;0.324993;0.109499
1.49791;1.47E+07;613.849;613.904;613.909;6.32448;0.324682;0.10981
1.49956;1.47E+07;613.849;613.907;613.909;6.32936;0.324372;0.11012
1.50122;1.47E+07;613.848;613.91;613.909;6.33414;0.324073;0.110419
1.50288;1.47E+07;613.847;613.913;613.908;6.33891;0.323774;0.110718
1.50453;1.47E+07;613.846;613.917;613.908;6.34369;0.323475;0.111017
1.50619;1.47E+07;613.846;613.92;613.908;6.34847;0.323176;0.111316
1.50784;1.47E+07;613.845;613.923;613.908;6.35324;0.322877;0.111615
1.5095;1.47E+07;613.844;613.927;613.907;6.35802;0.322578;0.111914
1.51115;1.47E+07;613.844;613.93;613.907;6.36279;0.322279;0.112213
1.51281;1.47E+07;613.843;613.933;613.907;6.36757;0.32198;0.112512
1.51446;1.47E+07;613.842;613.936;613.906;6.37235;0.321681;0.112811
1.51612;1.47E+07;613.841;613.94;613.906;6.37712;0.321382;0.11311
1.51777;1.47E+07;613.841;613.943;613.906;6.3819;0.321083;0.113409
1.51943;1.47E+07;613.84;613.946;613.905;6.38667;0.320784;0.113708
1.52108;1.47E+07;613.839;613.95;613.905;6.39145;0.320485;0.114007
1.52274;1.47E+07;613.839;613.953;613.905;6.39617;0.320192;0.1143
1.52439;1.47E+07;613.838;613.956;613.905;6.40084;0.319903;0.114589
1.52605;1.47E+07;613.837;613.959;613.904;6.40551;0.319615;0.114877
1.5277;1.47E+07;613.836;613.963;613.904;6.41018;0.319326;0.115166
1.52936;1.47E+07;613.836;613.966;613.904;6.41485;0.319038;0.115454
1.53101;1.47E+07;613.835;613.969;613.903;6.41952;0.31875;0.115742
1.53267;1.47E+07;613.834;613.972;613.903;6.42419;0.318461;0.116031
1.53432;1.47E+07;613.833;613.975;613.902;6.42887;0.318173;0.116319
1.53598;1.47E+07;613.833;613.979;613.902;6.43354;0.317885;0.116607
1.53763;1.47E+07;613.832;613.982;613.902;6.43821;0.317596;0.116896
1.53929;1.47E+07;613.831;613.985;613.901;6.44288;0.317308;0.117184
1.54094;1.47E+07;613.83;613.988;613.901;6.44755;0.317019;0.117473
1.5426;1.47E+07;613.83;613.992;613.901;6.45222;0.316731;0.117761
1.54425;1.47E+07;613.829;613.995;613.9;6.45688;0.316444;0.118048
1.54591;1.47E+07;613.828;613.998;613.9;6.46145;0.316165;0.118327
1.54756;1.47E+07;613.827;614.001;613.9;6.46602;0.315887;0.118605
1.54922;1.47E+07;613.827;614.004;613.899;6.47059;0.315608;0.118884
1.55087;1.47E+07;613.826;614.008;613.899;6.47516;0.31533;0.119162
1.55253;1.47E+07;613.825;614.011;613.899;6.47973;0.315051;0.119441
1.55418;1.47E+07;613.824;614.014;613.898;6.4843;0.314773;0.119719
1.55584;1.47E+07;613.823;614.017;613.898;6.48887;0.314494;0.119998
1.5575;1.47E+07;613.823;614.02;613.897;6.49344;0.314216;0.120276
1.55915;1.47E+07;613.822;614.024;613.897;6.49802;0.313937;0.120555
1.56081;1.47E+07;613.821;614.027;613.897;6.50259;0.313659;0.120833
1.56246;1.47E+07;613.82;614.03;613.896;6.50716;0.31338;0.121112
1.56412;1.47E+07;613.82;614.033;613.896;6.51173;0.313102;0.12139
1.56577;1.47E+07;613.819;614.036;613.896;6.5163;0.312823;0.121669
1.56743;1.47E+07;613.818;614.04;613.895;6.5208;0.312551;0.121941
1.56908;1.47E+07;613.817;614.043;613.895;6.52528;0.312282;0.12221
1.57074;1.47E+07;613.816;614.046;613.895;6.52975;0.312013;0.122479
1.57239;1.47E+07;613.815;614.049;613.894;6.53422;0.311744;0.122748
1.57405;1.47E+07;613.815;614.052;613.894;6.5387;0.311475;0.123017
1.5757;1.47E+07;613.814;614.055;613.894;6.54317;0.311205;0.123287
1.57736;1.47E+07;613.813;614.059;613.893;6.54765;0.310936;0.123556
1.57901;1.47E+07;613.812;614.062;613.893;6.55212;0.310667;0.123825
1.58067;1.47E+07;613.811;614.065;613.893;6.55659;0.310398;0.124094
1.58232;1.47E+07;613.811;614.068;613.892;6.56107;0.310129;0.124363
1.58398;1.47E+07;613.81;614.071;613.892;6.56554;0.309859;0.124633
1.58563;1.47E+07;613.809;614.075;613.892;6.57001;0.30959;0.124902
1.58729;1.47E+07;613.808;614.078;613.891;6.57449;0.309321;0.125171
1.58894;1.47E+07;613.807;614.081;613.891;6.57894;0.309054;0.125438
1.5906;1.47E+07;613.806;614.084;613.891;6.58332;0.308793;0.125699
1.59225;1.47E+07;613.806;614.087;613.89;6.58771;0.308532;0.12596
1.59391;1.47E+07;613.805;614.09;613.89;6.5921;0.308271;0.126221
1.59556;1.47E+07;613.804;614.093;613.89;6.59648;0.30801;0.126482
1.59722;1.47E+07;613.803;614.096;613.889;6.60087;0.307749;0.126743
1.59887;1.47E+07;613.802;614.099;613.889;6.60526;0.307489;0.127003
1.60053;1.47E+07;613.802;614.102;613.889;6.60964;0.307228;0.127264
1.60218;1.47E+07;613.801;614.106;613.888;6.61403;0.306967;0.127525
1.60384;1.47E+07;613.8;614.109;613.888;6.61842;0.306706;0.127786
1.60549;1.47E+07;613.799;614.112;613.888;6.6228;0.306445;0.128047
1.60715;1.47E+07;613.798;614.115;613.887;6.62719;0.306184;0.128308
1.6088;1.47E+07;613.797;614.118;613.887;6.63157;0.305923;0.128569
1.61046;1.47E+07;613.797;614.121;613.887;6.63596;0.305662;0.12883
1.61212;1.47E+07;613.796;614.124;613.886;6.6402;0.305414;0.129078
1.61377;1.47E+07;613.795;614.127;613.886;6.64442;0.305169;0.129323
1.61543;1.47E+07;613.794;614.13;613.885;6.64864;0.304924;0.129568
1.61708;1.47E+07;613.793;614.133;613.885;6.65286;0.304679;0.129813
1.61874;1.47E+07;613.793;614.136;613.885;6.65708;0.304433;0.130059
1.62039;1.47E+07;613.792;614.139;613.884;6.6613;0.304188;0.130304
1.62205;1.47E+07;613.791;614.142;613.884;6.66552;0.303943;0.130549
1.6237;1.47E+07;613.79;614.145;613.884;6.66974;0.303698;0.130794
1.62536;1.47E+07;613.789;614.148;613.883;6.67395;0.303453;0.13104
1.62701;1.47E+07;613.788;614.151;613.883;6.67817;0.303207;0.131285
1.62867;1.47E+07;613.788;614.154;613.882;6.68239;0.302962;0.13153
1.63032;1.47E+07;613.787;614.157;613.882;6.68661;0.302717;0.131775
1.63198;1.47E+07;613.786;614.16;613.882;6.69083;0.302472;0.13202
1.63363;1.47E+07;613.785;614.163;613.881;6.69413;0.302281;0.132211
1.63529;1.47E+07;613.785;614.164;613.881;6.69617;0.302164;0.132328
1.63694;1.47E+07;613.785;614.166;613.881;6.69822;0.302048;0.132444
1.6386;1.47E+07;613.784;614.167;613.881;6.70027;0.301931;0.132561
1.64025;1.47E+07;613.784;614.169;613.881;6.70231;0.301814;0.132678
1.64191;1.47E+07;613.783;614.17;613.88;6.70436;0.301698;0.132794
1.64356;1.47E+07;613.783;614.172;613.88;6.7064;0.301581;0.132911
1.64522;1.47E+07;613.782;614.173;613.88;6.70845;0.301465;0.133027
1.64687;1.47E+07;613.782;614.175;613.88;6.71049;0.301348;0.133144
1.64853;1.47E+07;613.782;614.176;613.88;6.71254;0.301231;0.133261
1.65018;1.47E+07;613.781;614.178;613.88;6.71458;0.301115;0.133377
1.65184;1.47E+07;613.781;614.179;613.879;6.71663;0.300998;0.133494
1.65349;1.47E+07;613.78;614.181;613.879;6.71867;0.300882;0.13361
1.65515;1.47E+07;613.78;614.182;613.879;6.72072;0.300765;0.133727
